Sample Name,Date Received,Container,Sample LIMS ID,Progress,Investigator Sample Name,Replicate Sample Id,Notes
111362,"Jun 23, 2014",27-26575,NIC1102A7847,,S766141586,MC00507X,37/A/13
111363,"Jun 23, 2014",27-26576,NIC1102A7848,,S977369419,MC00889X,37/A/2
111364,"Jun 23, 2014",27-26577,NIC1102A7849,,S111139230,MC00323X,37/A/7
111365,"Jun 23, 2014",27-26578,NIC1102A7850,,S811673266,MC00844X,37/B/12
111366,"Jun 23, 2014",27-26579,NIC1102A7851,,S168289418,MC00559X,37/B/3
111367,"Jun 23, 2014",27-26580,NIC1102A7852,,S313308403,MC00216X,37/B/4
111368,"Jun 23, 2014",27-26581,NIC1102A7853,,S312043419,MC00016X,37/B/5
111369,"Jun 23, 2014",27-26582,NIC1102A7854,,S105414634,MC00883X,37/B/6
111370,"Jun 23, 2014",27-26583,NIC1102A7855,,S075053900,MC00623X,37/B/8
111371,"Jun 23, 2014",27-26584,NIC1102A7856,,S020276612,MC00492X,37/C/11
111372,"Jun 23, 2014",27-26585,NIC1102A7857,,S999746175,MC00210X,37/C/15
111373,"Jun 23, 2014",27-26586,NIC1102A7858,,S116418362,MC00012X,37/C/5
111374,"Jun 23, 2014",27-26587,NIC1102A7859,,S896052668,MC00788X,37/C/9
111375,"Jun 23, 2014",27-26588,NIC1102A7860,,S572369005,MC00698X,37/D/11
111376,"Jun 23, 2014",27-26589,NIC1102A7861,,S536028909,MC00270X,37/D/2
111377,"Jun 23, 2014",27-26590,NIC1102A7862,,S563159235,MC00708X,37/D/4
111378,"Jun 23, 2014",27-26591,NIC1102A7863,,S525680345,MC00838X,37/D/7
111379,"Jun 23, 2014",27-26592,NIC1102A7864,,S711086573,MC00923X,37/D/9
111380,"Jun 23, 2014",27-26593,NIC1102A7865,,S829040157,MC00422X,37/E/1
111381,"Jun 23, 2014",27-26594,NIC1102A7866,,S575682339,MC00681X,37/E/11
111382,"Jun 23, 2014",27-26595,NIC1102A7867,,S536595422,MC00178X,37/E/15
111383,"Jun 23, 2014",27-26596,NIC1102A7868,,S532817674,MC00126X,37/E/2
111384,"Jun 23, 2014",27-26597,NIC1102A7869,,S429911684,MC00198X,37/E/6
111385,"Jun 23, 2014",27-26598,NIC1102A7870,,S981601344,MC00151X,37/E/7
111386,"Jun 23, 2014",27-26599,NIC1102A7871,,S691242370,MC00528X,37/F/14
111387,"Jun 23, 2014",27-26600,NIC1102A7872,,S066772985,MC00792X,37/G/1
111388,"Jun 23, 2014",27-26601,NIC1102A7873,,S511522513,MC00999X,37/G/14
111389,"Jun 23, 2014",27-26602,NIC1102A7874,,S173031747,MC00699X,37/G/15
111390,"Jun 23, 2014",27-26603,NIC1102A7875,,S987737555,MC00583X,37/G/3
111391,"Jun 23, 2014",27-26604,NIC1102A7876,,S975686144,MC00585X,37/G/7
111392,"Jun 23, 2014",27-26605,NIC1102A7877,,S108712704,MC00081X,37/H/1
111393,"Jun 23, 2014",27-26606,NIC1102A7878,,S797004663,MC00311X,37/H/11
111394,"Jun 23, 2014",27-26607,NIC1102A7879,,S579605715,MC00262X,37/H/3
111395,"Jun 23, 2014",27-26608,NIC1102A7880,,S995334134,MC00242X,37/H/5
111396,"Jun 23, 2014",27-26609,NIC1102A7881,,S960799071,MC00827X,37/H/8
111397,"Jun 23, 2014",27-26610,NIC1102A7882,,S689209722,MC00858X,37/H/9
111398,"Jun 23, 2014",27-26611,NIC1102A7883,,S123202037,MC00771X,37/I/10
111399,"Jun 23, 2014",27-26612,NIC1102A7884,,S128456440,MC00464X,37/I/14
111400,"Jun 23, 2014",27-26613,NIC1102A7885,,S962283919,MC00648X,37/I/2
111401,"Jun 23, 2014",27-26614,NIC1102A7886,,S164483216,MC00429X,37/I/5
111402,"Jun 23, 2014",27-26615,NIC1102A7887,,S804672803,MC00802X,37/I/6
111403,"Jun 23, 2014",27-26616,NIC1102A7888,,S184933266,MC00506X,37/J/13
111404,"Jun 23, 2014",27-26617,NIC1102A7889,,S272277744,MC00673X,37/J/14
111405,"Jun 23, 2014",27-26618,NIC1102A7890,,S873463779,MC00977X,37/J/15
111406,"Jun 23, 2014",27-26619,NIC1102A7891,,S328013852,MC00334X,37/J/4
111407,"Jun 23, 2014",27-26620,NIC1102A7892,,S363607198,MC00431X,37/J/7
111408,"Jun 23, 2014",27-26621,NIC1102A7893,,S226198931,MC00477X,37/J/8
111409,"Jun 23, 2014",27-26622,NIC1102A7894,,S837164497,MC00124X,37/J/9
111410,"Jun 23, 2014",27-26623,NIC1102A7895,,S369293203,MC00675X,38/A/1
111411,"Jun 23, 2014",27-26624,NIC1102A7896,,S811653184,MC00750X,38/A/12
111412,"Jun 23, 2014",27-26625,NIC1102A7897,,S092377374,MC00954X,38/A/14
111413,"Jun 23, 2014",27-26626,NIC1102A7898,,S060106304,MC00226X,38/A/15
111414,"Jun 23, 2014",27-26627,NIC1102A7899,,S410847849,MC00947X,38/A/2
111415,"Jun 23, 2014",27-26628,NIC1102A7900,,S858370249,MC00149X,38/A/4
111416,"Jun 23, 2014",27-26629,NIC1102A7901,,S661289185,MC00369X,38/A/5
111417,"Jun 23, 2014",27-26630,NIC1102A7902,,S978252158,MC00992X,38/A/6
111418,"Jun 23, 2014",27-26631,NIC1102A7903,,S880881614,MC00971X,38/A/8
111419,"Jun 23, 2014",27-26632,NIC1102A7904,,S753886569,MC00253X,38/B/14
111420,"Jun 23, 2014",27-26633,NIC1102A7905,,S409680436,MC00882X,38/B/15
111421,"Jun 23, 2014",27-26634,NIC1102A7906,,S132390816,MC00751X,38/B/2
111422,"Jun 23, 2014",27-26635,NIC1102A7907,,S349032952,MC00194X,38/B/4
111423,"Jun 23, 2014",27-26636,NIC1102A7908,,S420387011,MC00617X,38/B/6
111424,"Jun 23, 2014",27-26637,NIC1102A7909,,S814394922,MC00223X,38/B/7
111425,"Jun 23, 2014",27-26638,NIC1102A7910,,S350870824,MC00586X,38/B/8
111426,"Jun 23, 2014",27-26639,NIC1102A7911,,S735450497,MC00881X,38/C/10
111427,"Jun 23, 2014",27-26640,NIC1102A7912,,S079790802,MC00853X,38/C/11
111428,"Jun 23, 2014",27-26641,NIC1102A7913,,S935870957,MC00942X,38/C/12
111429,"Jun 23, 2014",27-26642,NIC1102A7914,,S040893141,MC00003X,38/C/14
111430,"Jun 23, 2014",27-26643,NIC1102A7915,,S569751865,MC00216X,38/C/4
111431,"Jun 23, 2014",27-26644,NIC1102A7916,,S803543667,MC00598X,38/C/6
111432,"Jun 23, 2014",27-26645,NIC1102A7917,,S821748831,MC00847X,38/C/8
111433,"Jun 23, 2014",27-26646,NIC1102A7918,,S662791490,MC00222X,38/C/9
111434,"Jun 23, 2014",27-26647,NIC1102A7919,,S724261921,MC00155X,38/D/11
111435,"Jun 23, 2014",27-26648,NIC1102A7920,,S892721598,MC00543X,38/D/7
111436,"Jun 23, 2014",27-26649,NIC1102A7921,,S989068158,MC00491X,38/D/9
111437,"Jun 23, 2014",27-26650,NIC1102A7922,,S709095948,MC00674X,38/E/1
111438,"Jun 23, 2014",27-26651,NIC1102A7923,,S373050924,MC00833X,38/E/15
111439,"Jun 23, 2014",27-26652,NIC1102A7924,,S026613434,MC00058X,38/E/4
111440,"Jun 23, 2014",27-26653,NIC1102A7925,,S386393032,MC00977X,38/E/7
111441,"Jun 23, 2014",27-26654,NIC1102A7926,,S087851638,MC00983X,38/E/9
111442,"Jun 23, 2014",27-26655,NIC1102A7927,,S740612118,MC00742X,38/F/10
111443,"Jun 23, 2014",27-26656,NIC1102A7928,,S081947238,MC00989X,38/F/11
111444,"Jun 23, 2014",27-26657,NIC1102A7929,,S285606890,MC00225X,38/F/15
111445,"Jun 23, 2014",27-26658,NIC1102A7930,,S023810938,MC00253X,38/F/3
111446,"Jun 23, 2014",27-26659,NIC1102A7931,,S581704657,MC00934X,38/G/11
111447,"Jun 23, 2014",27-26660,NIC1102A7932,,S569622449,MC00348X,38/G/12
111448,"Jun 23, 2014",27-26661,NIC1102A7933,,S500656129,MC00937X,38/G/13
111449,"Jun 23, 2014",27-26662,NIC1102A7934,,S511771539,MC00586X,38/G/14
111450,"Jun 23, 2014",27-26663,NIC1102A7935,,S955059819,MC00646X,38/G/4
111451,"Jun 23, 2014",27-26664,NIC1102A7936,,S736138937,MC00019X,38/G/5
111452,"Jun 23, 2014",27-26665,NIC1102A7937,,S076402867,MC00417X,38/H/1
111453,"Jun 23, 2014",27-26666,NIC1102A7938,,S515559817,MC00969X,38/H/12
111454,"Jun 23, 2014",27-26667,NIC1102A7939,,S399299958,MC00722X,38/H/14
111455,"Jun 23, 2014",27-26668,NIC1102A7940,,S902047099,MC00099X,38/H/2
111456,"Jun 23, 2014",27-26669,NIC1102A7941,,S961615764,MC00652X,38/H/5
111457,"Jun 23, 2014",27-26670,NIC1102A7942,,S406431622,MC00043X,38/H/9
111458,"Jun 23, 2014",27-26671,NIC1102A7943,,S189009812,MC00622X,38/I/1
111459,"Jun 23, 2014",27-26672,NIC1102A7944,,S829616658,MC00448X,38/I/14
111460,"Jun 23, 2014",27-26673,NIC1102A7945,,S753819357,MC00714X,38/I/6
111461,"Jun 23, 2014",27-26674,NIC1102A7946,,S916591769,MC00957X,38/J/10
111462,"Jun 23, 2014",27-26675,NIC1102A7947,,S029184540,MC00777X,38/J/12
111463,"Jun 23, 2014",27-26676,NIC1102A7948,,S218928146,MC00143X,38/J/14
111464,"Jun 23, 2014",27-26677,NIC1102A7949,,S356650510,MC00263X,38/J/15
111465,"Jun 23, 2014",27-26678,NIC1102A7950,,S871293696,MC00612X,38/J/3
111466,"Jun 23, 2014",27-26679,NIC1102A7951,,S906059672,MC00899X,38/J/4
111467,"Jun 23, 2014",27-26680,NIC1102A7952,,S663335314,MC00327X,39/A/11
111468,"Jun 23, 2014",27-26681,NIC1102A7953,,S476980004,MC00901X,39/A/3
111469,"Jun 23, 2014",27-26682,NIC1102A7954,,S348019978,MC00600X,39/A/6
111470,"Jun 23, 2014",27-26683,NIC1102A7955,,S056131297,MC00737X,39/A/8
111471,"Jun 23, 2014",27-26684,NIC1102A7956,,S211178110,MC00866X,39/A/9
111472,"Jun 23, 2014",27-26685,NIC1102A7957,,S486158826,MC00372X,39/B/10
111473,"Jun 23, 2014",27-26686,NIC1102A7958,,S398519286,MC00460X,39/B/11
111474,"Jun 23, 2014",27-26687,NIC1102A7959,,S537033911,MC00456X,39/B/12
111475,"Jun 23, 2014",27-26688,NIC1102A7960,,S255798803,MC00885X,39/B/15
111476,"Jun 23, 2014",27-26689,NIC1102A7961,,S164890517,MC00491X,39/B/2
111477,"Jun 23, 2014",27-26690,NIC1102A7962,,S254894583,MC00668X,39/B/7
111478,"Jun 23, 2014",27-26691,NIC1102A7963,,S942261224,MC00008X,39/B/9
111479,"Jun 23, 2014",27-26692,NIC1102A7964,,S724051127,MC00918X,39/C/1
111480,"Jun 23, 2014",27-26693,NIC1102A7965,,S546511933,MC00862X,39/C/10
111481,"Jun 23, 2014",27-26694,NIC1102A7966,,S201419238,MC00275X,39/C/12
111482,"Jun 23, 2014",27-26695,NIC1102A7967,,S009740750,MC00127X,39/C/3
111483,"Jun 23, 2014",27-26696,NIC1102A7968,,S495571142,MC00668X,39/C/4
111484,"Jun 23, 2014",27-26697,NIC1102A7969,,S399538032,MC00678X,39/C/5
111485,"Jun 23, 2014",27-26698,NIC1102A7970,,S994456578,MC00896X,39/C/7
111486,"Jun 23, 2014",27-26699,NIC1102A7971,,S676557062,MC00380X,39/C/9
111487,"Jun 23, 2014",27-26700,NIC1102A7972,,S193493471,MC00947X,39/D/1
111488,"Jun 23, 2014",27-26701,NIC1102A7973,,S759857433,MC00730X,39/D/12
111489,"Jun 23, 2014",27-26702,NIC1102A7974,,S866281468,MC00235X,39/D/14
111490,"Jun 23, 2014",27-26703,NIC1102A7975,,S691810253,MC00617X,39/D/2
111491,"Jun 23, 2014",27-26704,NIC1102A7976,,S041487671,MC00412X,39/D/3
111492,"Jun 23, 2014",27-26705,NIC1102A7977,,S803107389,MC00187X,39/E/10
111493,"Jun 23, 2014",27-26706,NIC1102A7978,,S226333032,MC00540X,39/E/12
111494,"Jun 23, 2014",27-26707,NIC1102A7979,,S348069280,MC00821X,39/E/13
111495,"Jun 23, 2014",27-26708,NIC1102A7980,,S853349105,MC00616X,39/E/15
111496,"Jun 23, 2014",27-26709,NIC1102A7981,,S025534680,MC00306X,39/E/5
111497,"Jun 23, 2014",27-26710,NIC1102A7982,,S468745410,MC00107X,39/E/8
111498,"Jun 23, 2014",27-26711,NIC1102A7983,,S815480909,MC00439X,39/E/9
111499,"Jun 23, 2014",27-26712,NIC1102A7984,,S990481071,MC00449X,39/F/1
111500,"Jun 23, 2014",27-26713,NIC1102A7985,,S249788687,MC00348X,39/F/14
111501,"Jun 23, 2014",27-26714,NIC1102A7986,,S370889810,MC00464X,39/F/5
111502,"Jun 23, 2014",27-26715,NIC1102A7987,,S596640556,MC00605X,39/F/6
111503,"Jun 23, 2014",27-26716,NIC1102A7988,,S834227655,MC00239X,39/F/7
111504,"Jun 23, 2014",27-26717,NIC1102A7989,,S805499502,MC00046X,39/G/1
111505,"Jun 23, 2014",27-26718,NIC1102A7990,,S923993653,MC00893X,39/G/11
111506,"Jun 23, 2014",27-26719,NIC1102A7991,,S575823992,MC00805X,39/G/12
111507,"Jun 23, 2014",27-26720,NIC1102A7992,,S579102199,MC00879X,39/G/4
111508,"Jun 23, 2014",27-26721,NIC1102A7993,,S280164726,MC00571X,39/G/5
111509,"Jun 23, 2014",27-26722,NIC1102A7994,,S291858321,MC00789X,39/H/11
111510,"Jun 23, 2014",27-26723,NIC1102A7995,,S441982343,MC00838X,39/H/13
111511,"Jun 23, 2014",27-26724,NIC1102A7996,,S092622683,MC00043X,39/H/14
111512,"Jun 23, 2014",27-26725,NIC1102A7997,,S798827092,MC00241X,39/H/3
111513,"Jun 23, 2014",27-26726,NIC1102A7998,,S332624608,MC00646X,39/H/7
111514,"Jun 23, 2014",27-26727,NIC1102A7999,,S228343258,MC00392X,39/H/8
111515,"Jun 23, 2014",27-26728,NIC1102A8000,,S398103576,MC00661X,39/H/9
111516,"Jun 23, 2014",27-26729,NIC1102A8001,,S340706206,MC00399X,39/I/11
111517,"Jun 23, 2014",27-26730,NIC1102A8002,,S261445072,MC00034X,39/I/4
111518,"Jun 23, 2014",27-26731,NIC1102A8003,,S718387566,MC00833X,39/I/6
111519,"Jun 23, 2014",27-26732,NIC1102A8004,,S476137479,MC00667X,39/J/13
111520,"Jun 23, 2014",27-26733,NIC1102A8005,,S667978474,MC00824X,39/J/2
111521,"Jun 23, 2014",27-26734,NIC1102A8006,,S859309312,MC00308X,39/J/5
111522,"Jun 23, 2014",27-26735,NIC1102A8007,,S543742005,MC00896X,39/J/6
111523,"Jun 23, 2014",27-26736,NIC1102A8008,,S142100019,MC00583X,39/J/9
111524,"Jun 23, 2014",27-26737,NIC1102A8009,,S558343033,MC00534X,4/A/15
111525,"Jun 23, 2014",27-26738,NIC1102A8010,,S351450455,MC00138X,4/A/3
111526,"Jun 23, 2014",27-26739,NIC1102A8011,,S959089300,MC00076X,4/A/4
111527,"Jun 23, 2014",27-26740,NIC1102A8012,,S198325354,MC00857X,4/A/6
111528,"Jun 23, 2014",27-26741,NIC1102A8013,,S343040953,MC00695X,4/B/1
111529,"Jun 23, 2014",27-26742,NIC1102A8014,,S601522343,MC00564X,4/B/4
111530,"Jun 23, 2014",27-26743,NIC1102A8015,,S329938477,MC00157X,4/B/7
111531,"Jun 23, 2014",27-26744,NIC1102A8016,,S551801958,MC00326X,4/B/8
111532,"Jun 23, 2014",27-26745,NIC1102A8017,,S866188599,MC00393X,4/B/9
111533,"Jun 23, 2014",27-26746,NIC1102A8018,,S799698390,MC00041X,4/C/10
111534,"Jun 23, 2014",27-26747,NIC1102A8019,,S585330533,MC00133X,4/C/11
111535,"Jun 23, 2014",27-26748,NIC1102A8020,,S857236878,MC00199X,4/C/15
111536,"Jun 23, 2014",27-26749,NIC1102A8021,,S783066396,MC00783X,4/C/3
111537,"Jun 23, 2014",27-26750,NIC1102A8022,,S900530511,MC00793X,4/C/5
111538,"Jun 23, 2014",27-26751,NIC1102A8023,,S372662552,MC00508X,4/C/8
111539,"Jun 23, 2014",27-26752,NIC1102A8024,,S276045101,MC00956X,4/D/1
111540,"Jun 23, 2014",27-26753,NIC1102A8025,,S408132262,MC00388X,4/D/10
111541,"Jun 23, 2014",27-26754,NIC1102A8026,,S690131201,MC00964X,4/D/14
111542,"Jun 23, 2014",27-26755,NIC1102A8027,,S397961231,MC00005X,4/D/15
111543,"Jun 23, 2014",27-26756,NIC1102A8028,,S029198931,MC00132X,4/D/2
111544,"Jun 23, 2014",27-26757,NIC1102A8029,,S741246494,MC00375X,4/D/7
111545,"Jun 23, 2014",27-26758,NIC1102A8030,,S094084207,MC00173X,4/D/9
111546,"Jun 23, 2014",27-26759,NIC1102A8031,,S090149239,MC00354X,4/E/1
111547,"Jun 23, 2014",27-26760,NIC1102A8032,,S056931181,MC00752X,4/E/10
111548,"Jun 23, 2014",27-26761,NIC1102A8033,,S830424340,MC00281X,4/E/11
111549,"Jun 23, 2014",27-26762,NIC1102A8034,,S906525818,MC00019X,4/E/15
111550,"Jun 23, 2014",27-26763,NIC1102A8035,,S879530457,MC00263X,4/E/2
111551,"Jun 23, 2014",27-26764,NIC1102A8036,,S887256489,MC00183X,4/E/3
111552,"Jun 23, 2014",27-26765,NIC1102A8037,,S353865543,MC00715X,4/E/7
111553,"Jun 23, 2014",27-26766,NIC1102A8038,,S711701806,MC00183X,4/F/10
111554,"Jun 23, 2014",27-26767,NIC1102A8039,,S069476070,MC00073X,4/F/14
111555,"Jun 23, 2014",27-26768,NIC1102A8040,,S795081747,MC00075X,4/F/4
111556,"Jun 23, 2014",27-26769,NIC1102A8041,,S815136832,MC00211X,4/F/7
111557,"Jun 23, 2014",27-26770,NIC1102A8042,,S610450538,MC00297X,4/G/12
111558,"Jun 23, 2014",27-26771,NIC1102A8043,,S199590244,MC00073X,4/G/2
111559,"Jun 23, 2014",27-26772,NIC1102A8044,,S186120362,MC00371X,4/G/3
111560,"Jun 23, 2014",27-26773,NIC1102A8045,,S952555748,MC00709X,4/G/5
111561,"Jun 23, 2014",27-26774,NIC1102A8046,,S259098536,MC00175X,4/G/9
111562,"Jun 23, 2014",27-26775,NIC1102A8047,,S387718038,MC00373X,4/H/1
111563,"Jun 23, 2014",27-26776,NIC1102A8048,,S176946507,MC00466X,4/H/11
111564,"Jun 23, 2014",27-26777,NIC1102A8049,,S358076359,MC00322X,4/H/3
111565,"Jun 23, 2014",27-26778,NIC1102A8050,,S572058389,MC00987X,4/H/6
111566,"Jun 23, 2014",27-26779,NIC1102A8051,,S115175095,MC00080X,4/H/7
111567,"Jun 23, 2014",27-26780,NIC1102A8052,,S965988920,MC00010X,4/I/1
111568,"Jun 23, 2014",27-26781,NIC1102A8053,,S700812264,MC00435X,4/I/15
111569,"Jun 23, 2014",27-26782,NIC1102A8054,,S291150586,MC00211X,4/I/4
111570,"Jun 23, 2014",27-26783,NIC1102A8055,,S002310543,MC00176X,4/J/1
111571,"Jun 23, 2014",27-26784,NIC1102A8056,,S714134255,MC00234X,4/J/14
111572,"Jun 23, 2014",27-26785,NIC1102A8057,,S902836798,MC00715X,4/J/15
111573,"Jun 23, 2014",27-26786,NIC1102A8058,,S969343569,MC00286X,4/J/5
111574,"Jun 23, 2014",27-26787,NIC1102A8059,,S615639050,MC00794X,40/A/10
111575,"Jun 23, 2014",27-26788,NIC1102A8060,,S988981649,MC00561X,40/A/12
111576,"Jun 23, 2014",27-26789,NIC1102A8061,,S461382334,MC00336X,40/A/13
111577,"Jun 23, 2014",27-26790,NIC1102A8062,,S823216651,MC00794X,40/A/15
111578,"Jun 23, 2014",27-26791,NIC1102A8063,,S231928925,MC00714X,40/A/6
111579,"Jun 23, 2014",27-26792,NIC1102A8064,,S795269226,MC00033X,40/B/14
111580,"Jun 23, 2014",27-26793,NIC1102A8065,,S155722505,MC00810X,40/B/3
111581,"Jun 23, 2014",27-26794,NIC1102A8066,,S315159302,MC00894X,40/B/7
111582,"Jun 23, 2014",27-26795,NIC1102A8067,,S177439906,MC00454X,40/C/13
111583,"Jun 23, 2014",27-26796,NIC1102A8068,,S172783553,MC00457X,40/C/5
111584,"Jun 23, 2014",27-26797,NIC1102A8069,,S470151771,MC00720X,40/C/7
111585,"Jun 23, 2014",27-26798,NIC1102A8070,,S711551704,MC00675X,40/C/9
111586,"Jun 23, 2014",27-26799,NIC1102A8071,,S813106856,MC00050X,40/D/1
111587,"Jun 23, 2014",27-26800,NIC1102A8072,,S899578527,MC00954X,40/D/12
111588,"Jun 23, 2014",27-26801,NIC1102A8073,,S577080478,MC00802X,40/D/14
111589,"Jun 23, 2014",27-26802,NIC1102A8074,,S523968883,MC00385X,40/D/4
111590,"Jun 23, 2014",27-26803,NIC1102A8075,,S290570879,MC00959X,40/D/5
111591,"Jun 23, 2014",27-26804,NIC1102A8076,,S005346692,MC00098X,40/D/8
111592,"Jun 23, 2014",27-26805,NIC1102A8077,,S401269623,MC00123X,40/E/1
111593,"Jun 23, 2014",27-26806,NIC1102A8078,,S133804932,MC00009X,40/E/15
111594,"Jun 23, 2014",27-26807,NIC1102A8079,,S812531475,MC00178X,40/E/3
111595,"Jun 23, 2014",27-26808,NIC1102A8080,,S300353666,MC00785X,40/E/8
111596,"Jun 23, 2014",27-26809,NIC1102A8081,,S184146162,MC00350X,40/F/10
111597,"Jun 23, 2014",27-26810,NIC1102A8082,,S279906023,MC00659X,40/F/5
111598,"Jun 23, 2014",27-26811,NIC1102A8083,,S679553097,MC00873X,40/F/7
111599,"Jun 23, 2014",27-26812,NIC1102A8084,,S387480397,MC00201X,40/F/8
111600,"Jun 23, 2014",27-26813,NIC1102A8085,,S801906068,MC00691X,40/F/9
111601,"Jun 23, 2014",27-26814,NIC1102A8086,,S572456401,MC00391X,40/G/11
111602,"Jun 23, 2014",27-26815,NIC1102A8087,,S260508221,MC00029X,40/G/15
111603,"Jun 23, 2014",27-26816,NIC1102A8088,,S763451955,MC00429X,40/G/5
111604,"Jun 23, 2014",27-26817,NIC1102A8089,,S373292979,MC00190X,40/G/9
111605,"Jun 23, 2014",27-26818,NIC1102A8090,,S545117866,MC00837X,40/H/1
111606,"Jun 23, 2014",27-26819,NIC1102A8091,,S811260520,MC00948X,40/H/12
111607,"Jun 23, 2014",27-26820,NIC1102A8092,,S688099978,MC00909X,40/H/6
111608,"Jun 23, 2014",27-26821,NIC1102A8093,,S814086234,MC00922X,40/I/12
111609,"Jun 23, 2014",27-26822,NIC1102A8094,,S875624128,MC00039X,40/I/13
111610,"Jun 23, 2014",27-26823,NIC1102A8095,,S120388439,MC00898X,40/I/3
111611,"Jun 23, 2014",27-26824,NIC1102A8096,,S064286735,MC00006X,40/I/4
111612,"Jun 23, 2014",27-26825,NIC1102A8097,,S643553660,MC00618X,40/I/5
111613,"Jun 23, 2014",27-26826,NIC1102A8098,,S513569760,MC00768X,40/I/7
111614,"Jun 23, 2014",27-26827,NIC1102A8099,,S215913428,MC00052X,40/I/9
111615,"Jun 23, 2014",27-26828,NIC1102A8100,,S712634389,MC00090X,40/J/1
111616,"Jun 23, 2014",27-26829,NIC1102A8101,,S597347731,MC00751X,40/J/11
111617,"Jun 23, 2014",27-26830,NIC1102A8102,,S984571098,MC00368X,40/J/5
111618,"Jun 23, 2014",27-26831,NIC1102A8103,,S817289599,MC00064X,41/A/12
111619,"Jun 23, 2014",27-26832,NIC1102A8104,,S489275795,MC00243X,41/A/13
111620,"Jun 23, 2014",27-26833,NIC1102A8105,,S023470791,MC00461X,41/A/14
111621,"Jun 23, 2014",27-26834,NIC1102A8106,,S710779881,MC00422X,41/A/8
111622,"Jun 23, 2014",27-26835,NIC1102A8107,,S679079278,MC00229X,41/B/10
111623,"Jun 23, 2014",27-26836,NIC1102A8108,,S183517578,MC00406X,41/B/15
111624,"Jun 23, 2014",27-26837,NIC1102A8109,,S005222148,MC00057X,41/B/4
111625,"Jun 23, 2014",27-26838,NIC1102A8110,,S680250127,MC00960X,41/B/5
111626,"Jun 23, 2014",27-26839,NIC1102A8111,,S408188884,MC00377X,41/B/7
111627,"Jun 23, 2014",27-26840,NIC1102A8112,,S105234485,MC00507X,41/B/9
111628,"Jun 23, 2014",27-26841,NIC1102A8113,,S537574216,MC00858X,41/D/1
111629,"Jun 23, 2014",27-26842,NIC1102A8114,,S961587322,MC00556X,41/D/12
111630,"Jun 23, 2014",27-26843,NIC1102A8115,,S605772515,MC00962X,41/D/6
111631,"Jun 23, 2014",27-26844,NIC1102A8116,,S072513092,MC00758X,41/D/8
111632,"Jun 23, 2014",27-26845,NIC1102A8117,,S548046362,MC00835X,41/E/12
111633,"Jun 23, 2014",27-26846,NIC1102A8118,,S642849716,MC00578X,41/E/6
111634,"Jun 23, 2014",27-26847,NIC1102A8119,,S721655830,MC00225X,41/E/7
111635,"Jun 23, 2014",27-26848,NIC1102A8120,,S373899379,MC00570X,41/H/10
111636,"Jun 23, 2014",27-26849,NIC1102A8121,,S790341702,MC00700X,41/H/11
111637,"Jun 23, 2014",27-26850,NIC1102A8122,,S102901005,MC00115X,41/H/14
111638,"Jun 23, 2014",27-26851,NIC1102A8123,,S881326843,MC00902X,41/H/2
111639,"Jun 23, 2014",27-26852,NIC1102A8124,,S760485344,MC00465X,41/H/5
111640,"Jun 23, 2014",27-26853,NIC1102A8125,,S865917168,MC00188X,41/H/6
111641,"Jun 23, 2014",27-26854,NIC1102A8126,,S762907897,MC00454X,41/H/9
111642,"Jun 23, 2014",27-26855,NIC1102A8127,,S743907793,MC00059X,41/I/10
111643,"Jun 23, 2014",27-26856,NIC1102A8128,,S251389169,MC00442X,41/I/11
111644,"Jun 23, 2014",27-26857,NIC1102A8129,,S512867012,MC00450X,41/I/14
111645,"Jun 23, 2014",27-26858,NIC1102A8130,,S304062329,MC00321X,41/I/2
111646,"Jun 23, 2014",27-26859,NIC1102A8131,,S780627609,MC00353X,41/I/4
111647,"Jun 23, 2014",27-26860,NIC1102A8132,,S808330440,MC00743X,41/J/11
111648,"Jun 23, 2014",27-26861,NIC1102A8133,,S483590839,MC00256X,41/J/12
111649,"Jun 23, 2014",27-26862,NIC1102A8134,,S927641571,MC00461X,41/J/7
111650,"Jun 23, 2014",27-26863,NIC1102A8135,,S051713739,MC00818X,41/J/9
111651,"Jun 23, 2014",27-26864,NIC1102A8136,,S230261023,MC00828X,42/A/14
111652,"Jun 23, 2014",27-26865,NIC1102A8137,,S086187279,MC00533X,42/A/5
111653,"Jun 23, 2014",27-26866,NIC1102A8138,,S566252920,MC00664X,42/A/6
111654,"Jun 23, 2014",27-26867,NIC1102A8139,,S057922875,MC00988X,42/A/8
111655,"Jun 23, 2014",27-26868,NIC1102A8140,,S872171837,MC00673X,42/B/1
111656,"Jun 23, 2014",27-26869,NIC1102A8141,,S062798282,MC00685X,42/B/10
111657,"Jun 23, 2014",27-26870,NIC1102A8142,,S025453695,MC00152X,42/B/13
111658,"Jun 23, 2014",27-26871,NIC1102A8143,,S450666710,MC00946X,42/B/2
111659,"Jun 23, 2014",27-26872,NIC1102A8144,,S196402257,MC00634X,42/B/3
111660,"Jun 23, 2014",27-26873,NIC1102A8145,,S952814192,MC00174X,42/B/5
111661,"Jun 23, 2014",27-26874,NIC1102A8146,,S400691468,MC00320X,42/C/2
111662,"Jun 23, 2014",27-26875,NIC1102A8147,,S276124766,MC00162X,42/D/1
111663,"Jun 23, 2014",27-26876,NIC1102A8148,,S027966591,MC00502X,42/D/12
111664,"Jun 23, 2014",27-26877,NIC1102A8149,,S067097130,MC00832X,42/D/5
